segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
2103,P334879,Obv,saa10,"[297, 1208, 756, 1836]",3.38,True
2108,P334829,Obv,saa10,"[813, 69, 1737, 1636]",3.51,True
2113,P334829,Rev,saa10,"[832, 2340, 1762, 3922]",3.51,True
2118,P313705,Obv,saa10,"[718, 191, 1237, 747]",4.0,True
2126,P334852,Obv,saa10,"[540, 253, 1000, 940]",2.56,True
2130,P334852,Rev,saa10,"[570, 1259, 996, 1976]",2.56,True
2137,P237039,Obv,saa10,"[350, 112, 710, 546]",2.81,True
2139,P237039,Rev,saa10,"[350, 846, 704, 1280]",2.81,True
2143,P314338,Obv,saa10,"[331, 63, 1087, 447]",2.35,True
2147,P314338,Rev,saa10,"[341, 1118, 1089, 1378]",2.35,True
2150,P313669,Obv,saa10,"[362, 228, 942, 488]",1.8,True
2153,P313669,Rev,saa10,"[358, 1089, 909, 1381]",1.8,True
2158,P334023,Obv,saa10,"[917, 294, 1392, 746]",1.61,True
2165,P237234,Obv,saa10,"[393, 38, 1218, 1246]",2.67,True
2169,P237234,Rev,saa10,"[393, 1626, 1211, 2819]",2.67,True
2175,P334005,Obv,saa10,"[473, 148, 976, 1071]",2.24,True
2178,P334005,Rev,saa10,"[473, 1285, 967, 2202]",2.24,True
2184,P333954,Obv,saa10,"[517, 223, 1097, 1303]",2.84,True
2191,P333954,Rev,saa10,"[512, 1986, 1111, 3089]",2.84,True
2194,P334472,Obv,saa10,"[338, 65, 710, 815]",2.38,True
2203,P314348,Obv,saa10,"[485, 456, 1532, 1243]",1.06,True
2206,P314348,Rev,saa10,"[505, 1653, 1517, 2441]",1.06,True
2207,P238025,Obv,saa10,"[563, 59, 1328, 496]",2.94,True
2215,P238025,Rev,saa10,"[562, 1357, 1329, 1801]",2.94,True
2218,P314015,Obv,saa10,"[15, 1, 540, 300]",3.29,True
2230,P333993,Obv,saa10,"[582, 153, 1034, 797]",3.19,True
2238,P334531,Obv,saa10,"[357, 58, 795, 710]",1.56,True
2241,P334531,Rev,saa10,"[352, 1032, 788, 1674]",1.56,True
2244,P334650,Obv,saa10,"[443, 66, 947, 725]",2.59,True
2248,P334650,Rev,saa10,"[435, 1103, 948, 1774]",2.59,True
2253,P333988,Obv,saa10,"[960, 342, 1639, 1519]",2.2,True
2256,P333988,Rev,saa10,"[625, 1856, 1637, 3073]",2.2,True
2262,P313436,Rev,saa10,"[958, 580, 1547, 1771]",2.64,True
2268,P313436,Obv,saa10,"[973, 2341, 1557, 3792]",2.64,True
2275,P334234,Obv,saa10,"[488, 125, 1330, 1664]",2.43,True
2281,P334234,Rev,saa10,"[489, 2828, 1317, 4348]",2.43,True
2287,P334471,Obv,saa10,"[389, 118, 863, 986]",2.36,True
2290,P334471,Rev,saa10,"[387, 1271, 855, 2131]",2.36,True
2296,P334827,Obv,saa10,"[548, 465, 1804, 1121]",2.59,True
2301,P334827,Rev,saa10,"[558, 1800, 1816, 2462]",2.59,True
2307,P333971,Obv,saa10,"[394, 74, 714, 671]",3.56,True
2313,P333971,Rev,saa10,"[403, 844, 716, 1434]",3.56,True
2318,P334754,Obv,saa10,"[308, 50, 686, 610]",2.37,True
2322,P334754,Rev,saa10,"[304, 897, 684, 1444]",2.37,True
2327,P333987,Obv,saa10,"[936, 297, 1530, 1341]",1.7,True
2333,P333987,Rev,saa10,"[982, 2431, 1537, 3418]",1.7,True
2339,P334353,Obv,saa10,"[304, 55, 669, 348]",1.84,True
2354,P334494,Obv,saa10,"[321, 63, 825, 533]",2.54,True
2359,P334494,Rev,saa10,"[321, 811, 833, 1280]",2.54,True
2362,P334231,Obv,saa10,"[340, 70, 749, 878]",3.03,True
2366,P334231,Rev,saa10,"[337, 1197, 747, 2002]",3.03,True
2370,P334750,Obv,saa10,"[282, 54, 712, 492]",3.14,True
2373,P334750,Rev,saa10,"[280, 717, 707, 1164]",3.14,True
2381,P334007,Obv,saa10,"[703, 393, 1167, 1174]",1.86,True
2384,P334007,Rev,saa10,"[710, 1703, 1174, 2484]",1.86,True
2393,P333985,Obv,saa10,"[449, 78, 725, 593]",3.75,True
2397,P333985,Rev,saa10,"[456, 748, 717, 1261]",3.75,True
2400,P333979,Obv,saa10,"[917, 280, 1458, 1009]",1.62,True
2410,P334440,Obv,saa10,"[678, 381, 1129, 837]",2.13,True
2418,P334440,Rev,saa10,"[682, 1230, 1126, 1656]",2.13,True
2425,P313438,Obv,saa10,"[567, 235, 1089, 558]",2.07,True
2427,P313438,Rev,saa10,"[592, 824, 1104, 1158]",2.07,True
2434,P314354,Obv,saa10,"[453, 445, 1263, 1133]",1.37,True
2437,P314354,Rev,saa10,"[480, 1495, 1273, 2116]",1.37,True
2440,P313449,Obv,saa10,"[895, 275, 1262, 1289]",2.38,True
2443,P313449,Rev,saa10,"[904, 1627, 1280, 2605]",2.38,True
2450,P333968,Obv,saa10,"[425, 112, 707, 734]",2.37,True
2452,P333968,Rev,saa10,"[429, 971, 688, 1578]",2.37,True
2456,P334856,Obv,saa10,"[533, 65, 912, 779]",2.89,True
2464,P334856,Rev,saa10,"[535, 1219, 912, 1928]",2.89,True
2472,P334001,Obv,saa10,"[975, 638, 1666, 2014]",2.18,True
2476,P334001,Rev,saa10,"[980, 2407, 1681, 3840]",2.18,True
2484,P238887,Obv,saa10,"[419, 295, 1028, 977]",2.7,True
2487,P238887,Rev,saa10,"[442, 1260, 1045, 1914]",2.7,True
2495,P313423,Obv,saa10,"[570, 563, 1756, 1182]",1.71,True
2501,P313423,Rev,saa10,"[583, 2155, 1759, 2765]",1.71,True
2504,P334453,Obv,saa10,"[439, 61, 961, 887]",2.11,True
2509,P334453,Rev,saa10,"[442, 1264, 955, 2087]",2.11,True
2512,P334474,Obv,saa10,"[305, 51, 713, 638]",2.6,True
2516,P334474,Rev,saa10,"[307, 929, 715, 1522]",2.6,True
2519,P334464,Obv,saa10,"[306, 56, 743, 405]",2.63,True
2528,P334485,Obv,saa10,"[246, 66, 826, 740]",3.95,True
2533,P334485,Rev,saa10,"[411, 997, 822, 1517]",3.95,True
2548,P237275,Obv,saa10,"[347, 40, 998, 1047]",2.42,True
2551,P237275,Rev,saa10,"[343, 1428, 1014, 2430]",2.42,True
2556,P314352,Rev,saa10,"[514, 532, 1115, 1842]",1.31,True
2559,P314352,Obv,saa10,"[506, 2321, 1127, 3610]",1.31,True
2560,P334227,Obv,saa10,"[415, 74, 875, 868]",2.28,True
2566,P334227,Rev,saa10,"[412, 1578, 865, 2373]",2.28,True
2574,P334025,Obv,saa10,"[519, 250, 827, 864]",3.18,True
2578,P334025,Rev,saa10,"[532, 1429, 847, 2041]",3.18,True
2585,P334245,Obv,saa10,"[286, 56, 623, 680]",3.1,True
2592,P336239,Obv,saa10,"[49, 252, 470, 632]",3.24,True
2599,P240153,Obv,saa10,"[460, 67, 1426, 622]",2.93,True
2602,P240153,Rev,saa10,"[466, 944, 1431, 1490]",2.93,True
2609,P238465,Obv,saa10,"[701, 305, 1359, 1316]",2.07,True
2613,P238465,Rev,saa10,"[711, 1675, 1356, 2668]",2.07,True
2619,P334188,Obv,saa10,"[266, 245, 784, 582]",3.4,True
2623,P334188,Rev,saa10,"[264, 791, 784, 1124]",3.4,True
2629,P334290,Obv,saa10,"[407, 65, 895, 912]",2.12,True
2640,P334751,Obv,saa10,"[301, 55, 700, 643]",3.07,True
2644,P334751,Rev,saa10,"[317, 906, 705, 1493]",3.07,True
2651,P333970,Obv,saa10,"[435, 96, 841, 917]",3.22,True
2655,P333970,Rev,saa10,"[425, 1100, 839, 1923]",3.22,True
2659,P313752,Obv,saa10,"[609, 643, 1211, 1565]",2.16,True
2666,P334883,Rev,saa10,"[317, 267, 891, 928]",2.88,True
2669,P334883,Obv,saa10,"[332, 1206, 917, 1858]",2.88,True
2672,P333955,Obv,saa10,"[383, 223, 701, 820]",3.07,True
2680,P333955,Rev,saa10,"[399, 1314, 717, 1909]",3.07,True
2685,P236964,Obv,saa10,"[514, 442, 1712, 1195]",2.29,True
2690,P236964,Rev,saa10,"[515, 2448, 1719, 3187]",2.29,True
2696,P258805,Obv,saa10,"[207, 176, 586, 801]",3.19,True
2699,P334458,Obv,saa10,"[323, 69, 750, 738]",2.69,True
2706,P313890,Rev,saa10,"[277, 53, 646, 506]",2.13,True
2713,P334489,Obv,saa10,"[318, 77, 675, 581]",2.96,True
2715,P334489,Rev,saa10,"[312, 875, 679, 1407]",2.96,True
2722,P237822,Obv,saa10,"[447, 233, 838, 679]",3.23,True
2726,P237822,Rev,saa10,"[333, 1149, 712, 1599]",3.23,True
2733,P334392,Obv,saa10,"[997, 212, 1632, 1425]",1.52,True
2740,P334392,Rev,saa10,"[952, 2532, 1615, 3749]",1.52,True
2746,P313713,Obv,saa10,"[572, 213, 974, 814]",1.47,True
2747,P313713,Rev,saa10,"[568, 814, 936, 1405]",1.47,True
2750,P313908,Obv,saa10,"[501, 77, 1009, 309]",2.76,True
2755,P313908,Rev,saa10,"[501, 519, 1023, 808]",2.76,True
2760,P334493,Obv,saa10,"[54, 50, 531, 605]",2.5,True
2766,P313569,Obv,saa10,"[406, 53, 1527, 630]",3.34,True
2769,P313569,Rev,saa10,"[406, 970, 1514, 1545]",3.34,True
2773,P334463,Obv,saa10,"[325, 87, 837, 489]",3.02,True
2776,P334463,Rev,saa10,"[327, 762, 830, 1160]",3.02,True
2784,P237969,Obv,saa10,"[608, 250, 1168, 929]",2.13,True
2788,P237969,Rev,saa10,"[610, 1194, 1166, 1873]",2.13,True
2794,P334326,Obv,saa10,"[391, 89, 982, 1125]",3.58,True
2796,P334326,Rev,saa10,"[388, 1428, 969, 2462]",3.58,True
2801,P313521,Rev,saa10,"[469, 197, 940, 813]",3.54,True
2805,P313521,Obv,saa10,"[294, 956, 939, 1586]",3.54,True
2808,P313568,Obv,saa10,"[353, 52, 804, 825]",2.23,True
2813,P313568,Rev,saa10,"[353, 1195, 804, 1965]",2.23,True
2819,P333960,Obv,saa10,"[396, 323, 817, 1058]",2.69,True
2825,P313526,Obv,saa10,"[0, 0, 1732, 2306]",0.95,True
2829,P313526,Rev,saa10,"[336, 306, 1168, 782]",0.95,True
2837,P334184,Obv,saa10,"[51, 14, 349, 345]",1.68,True
2847,P334913,Obv,saa10,"[449, 121, 953, 869]",1.11,True
2851,P334913,Rev,saa10,"[471, 1480, 949, 2190]",1.11,True
2856,P334303,Obv,saa10,"[152, 151, 427, 527]",3.84,True
2860,P334303,Rev,saa10,"[148, 651, 422, 1030]",3.84,True
2863,P334219,Obv,saa10,"[357, 85, 816, 904]",2.98,True
2866,P334219,Rev,saa10,"[362, 1227, 816, 2043]",2.98,True
2871,P333983,Obv,saa10,"[432, 86, 713, 604]",3.27,True
2875,P333983,Rev,saa10,"[420, 762, 862, 1305]",3.27,True
2884,P333959,Obv,saa10,"[639, 302, 1128, 1113]",3.19,True
2886,P333959,Rev,saa10,"[646, 1358, 1127, 2164]",3.19,True
2891,P334790,Obv,saa10,"[392, 356, 1037, 1476]",3.03,True
2899,P334790,Rev,saa10,"[393, 2351, 1027, 3465]",3.03,True
2903,P334266,Obv,saa10,"[387, 87, 864, 956]",2.81,True
2906,P334266,Rev,saa10,"[393, 1325, 867, 2205]",2.81,True
2911,P334032,Obv,saa10,"[413, 242, 828, 687]",3.69,True
2916,P334032,Rev,saa10,"[420, 933, 826, 1394]",3.69,True
2924,P334906,Obv,saa10,"[959, 308, 1507, 1275]",1.92,True
2933,P334479,Obv,saa10,"[471, 359, 1425, 1310]",1.14,True
2936,P334479,Rev,saa10,"[484, 1722, 1433, 2667]",1.14,True
2940,P334183,Obv,saa10,"[349, 107, 684, 729]",2.57,True
2945,P334183,Rev,saa10,"[352, 1229, 678, 1852]",2.57,True
2950,P334030,Obv,saa10,"[537, 105, 860, 671]",2.38,True
2961,P313599,Obv,saa10,"[591, 80, 985, 448]",3.82,True
2971,P334406,Obv,saa10,"[827, 328, 1256, 1037]",1.72,True
2981,P334569,Obv,saa10,"[393, 115, 817, 856]",2.03,True
2986,P334457,Obv,saa10,"[342, 60, 769, 844]",2.68,True
2990,P334457,Rev,saa10,"[345, 1185, 769, 1969]",2.68,True
2994,P336679,Obv,saa10,"[443, 86, 934, 1046]",2.55,True
2998,P336679,Rev,saa10,"[464, 1353, 936, 2274]",2.55,True
3002,P334455,Obv,saa10,"[278, 59, 635, 579]",2.39,True
3006,P334455,Rev,saa10,"[283, 868, 635, 1409]",2.39,True
3012,P239192,Obv,saa10,"[320, 291, 727, 825]",3.55,True
3015,P239192,Rev,saa10,"[318, 1106, 727, 1644]",3.55,True
3024,P237278,Obv,saa10,"[423, 915, 1227, 1474]",2.52,True
3031,P334057,Obv,saa10,"[1072, 650, 1817, 2032]",1.34,True
3036,P334057,Rev,saa10,"[706, 2867, 1872, 4340]",1.34,True
3042,P334295,Obv,saa10,"[432, 77, 932, 968]",2.0,True
3046,P334295,Rev,saa10,"[432, 1297, 929, 2178]",2.0,True
3051,P313512,Obv,saa10,"[1080, 323, 2228, 1521]",3.06,True
3059,P313512,Rev,saa10,"[1094, 2824, 2154, 3934]",3.06,True
3066,P334185,Obv,saa10,"[279, 61, 667, 416]",2.47,True
3074,P334262,Obv,saa10,"[437, 76, 978, 1157]",3.0,True
3076,P334262,Rev,saa10,"[428, 1519, 962, 2597]",3.0,True
3079,P334798,Obv,saa10,"[421, 7, 1705, 1346]",2.43,True
3083,P334798,Rev,saa10,"[421, 1787, 1709, 3145]",2.43,True
3087,P313602,Rev,saa10,"[374, 66, 831, 549]",3.51,True
3092,P313602,Obv,saa10,"[346, 1473, 803, 1948]",3.51,True
3096,P334237,Obv,saa10,"[360, 72, 813, 869]",2.47,True
3101,P334237,Rev,saa10,"[360, 1160, 808, 1948]",2.47,True
3109,P333990,Obv,saa10,"[814, 289, 1396, 882]",2.68,True
3113,P333990,Rev,saa10,"[829, 1198, 1409, 1786]",2.68,True
3118,P334744,Obv,saa10,"[359, 67, 887, 649]",3.84,True
3121,P334744,Rev,saa10,"[348, 943, 873, 1509]",3.84,True
3124,P334933,Obv,saa10,"[730, 64, 1352, 790]",3.26,True
3133,P334933,Rev,saa10,"[749, 1831, 1374, 2532]",3.26,True
3139,P333999,Obv,saa10,"[608, 593, 1214, 1565]",1.61,True
3143,P333999,Rev,saa10,"[612, 1988, 1226, 2941]",1.61,True
3147,P333994,Obv,saa10,"[629, 134, 1126, 1415]",2.85,True
3151,P333994,Rev,saa10,"[786, 1380, 1119, 1968]",2.85,True
3156,P334240,Obv,saa10,"[379, 69, 809, 862]",2.68,True
3159,P334240,Rev,saa10,"[379, 1214, 804, 2002]",2.68,True
3165,P334462,Obv,saa10,"[636, 79, 1091, 905]",2.45,True
3175,P333997,Obv,saa10,"[861, 430, 1359, 1390]",1.87,True
3183,P333997,Rev,saa10,"[861, 2374, 1359, 3316]",1.87,True
3186,P313561,Rev,saa10,"[386, 61, 877, 1035]",2.18,True
3190,P313561,Obv,saa10,"[387, 1370, 871, 2338]",2.18,True
3196,P237903,Obv,saa10,"[593, 279, 1019, 1067]",1.76,True
3202,P237903,Rev,saa10,"[587, 1880, 1019, 2662]",1.76,True
3209,P334224,Obv,saa10,"[390, 396, 988, 1458]",1.36,True
3212,P334224,Rev,saa10,"[396, 1786, 997, 2843]",1.36,True
3217,P313465,Obv,saa10,"[741, 364, 1171, 1027]",2.9,True
3223,P313465,Rev,saa10,"[738, 1810, 1164, 2480]",2.9,True
3226,P334404,Obv,saa10,"[622, 211, 1202, 963]",2.18,True
3232,P334404,Rev,saa10,"[650, 1564, 1222, 2288]",2.18,True
3236,P334013,Obv,saa10,"[341, 99, 685, 615]",3.0,True
3241,P334013,Rev,saa10,"[359, 794, 704, 1310]",3.0,True
3245,P334660,Obv,saa10,"[932, 228, 1435, 1126]",0.78,True
3257,P334029,Obv,saa10,"[477, 217, 739, 767]",3.93,True
3263,P334029,Rev,saa10,"[484, 1225, 916, 1796]",3.93,True
3269,P236973,Obv,saa10,"[318, 58, 876, 911]",2.48,True
3273,P236973,Rev,saa10,"[305, 1172, 833, 2021]",2.48,True
3278,P313570,Obv,saa10,"[355, 94, 1278, 780]",2.19,True
3281,P313570,Rev,saa10,"[350, 1143, 1261, 1832]",2.19,True
3284,P313499,Rev,saa10,"[22, 12, 407, 378]",3.22,True
3297,P334065,Obv,saa10,"[1040, 221, 1929, 1684]",1.75,True
3301,P334065,Rev,saa10,"[1031, 2731, 1883, 4145]",1.75,True
3308,P237827,Obv,saa10,"[399, 282, 704, 750]",2.01,True
3312,P237827,Rev,saa10,"[408, 963, 711, 1298]",2.01,True
3316,P334532,Obv,saa10,"[278, 45, 1009, 645]",3.39,True
3320,P334532,Rev,saa10,"[284, 892, 1004, 1508]",3.39,True
3324,P334454,Obv,saa10,"[300, 64, 725, 756]",2.62,True
3327,P334454,Rev,saa10,"[298, 1033, 723, 1722]",2.62,True
3330,P333992,Obv,saa10,"[572, 67, 998, 647]",1.42,True
3341,P314005,Obv,saa10,"[354, 53, 648, 802]",2.84,True
3349,P334768,Obv,saa10,"[308, 349, 719, 1430]",2.64,True
3353,P334768,Rev,saa10,"[334, 1712, 720, 2790]",2.64,True
3357,P238329,Obv,saa10,"[343, 60, 835, 823]",3.97,True
3360,P238329,Rev,saa10,"[343, 1080, 830, 1857]",3.97,True
3366,P334239,Obv,saa10,"[320, 86, 660, 680]",3.04,True
3368,P334239,Rev,saa10,"[320, 972, 665, 1566]",3.04,True
3373,P237880,Obv,saa10,"[419, 354, 1822, 1240]",1.69,True
3379,P237880,Rev,saa10,"[411, 2388, 1806, 3270]",1.69,True
3384,P334229,Obv,saa10,"[357, 53, 891, 999]",2.51,True
3388,P334229,Rev,saa10,"[391, 1375, 895, 2323]",2.51,True
3392,P313490,Obv,saa10,"[574, 70, 1119, 1003]",3.81,True
3399,P313490,Rev,saa10,"[577, 1778, 1119, 2704]",3.81,True
3405,P334434,Obv,saa10,"[742, 487, 1344, 1460]",3.09,True
3413,P334434,Rev,saa10,"[738, 2343, 1340, 3312]",3.09,True
3418,P334467,Obv,saa10,"[290, 57, 744, 849]",2.69,True
3426,P313554,Obv,saa10,"[855, 58, 1534, 1544]",2.88,True
3432,P313554,Rev,saa10,"[866, 2721, 1507, 4200]",2.88,True
3438,P334356,Obv,saa10,"[423, 68, 1004, 1209]",3.5,True
3441,P334356,Rev,saa10,"[416, 1589, 1008, 2726]",3.5,True
3446,P334315,Obv,saa10,"[536, 17, 1045, 979]",2.75,True
3450,P334315,Rev,saa10,"[539, 1245, 1047, 2195]",2.75,True
3455,P334597,Obv,saa10,"[395, 74, 809, 618]",2.44,True
3460,P334597,Rev,saa10,"[391, 1246, 784, 1806]",2.44,True
3464,P313921,Obv,saa10,"[236, 56, 658, 628]",4.0,True
3472,P334300,Obv,saa10,"[256, 230, 828, 1304]",2.54,True
3476,P334300,Rev,saa10,"[266, 1531, 835, 2586]",2.54,True
0,P334249,Obv,saa13,"[300, 68, 634, 780]",2.49,True
4,P334249,Rev,saa13,"[295, 1070, 634, 1772]",2.49,True
9,P334364,Obv,saa13,"[368, 67, 753, 840]",2.5,True
11,P334364,Rev,saa13,"[376, 1157, 753, 1938]",2.5,True
14,P237235,Obv,saa13,"[376, 63, 741, 670]",2.26,True
18,P237235,Rev,saa13,"[387, 977, 745, 1567]",2.26,True
32,P334682,Obv,saa13,"[412, 52, 856, 478]",3.62,True
37,P334682,Rev,saa13,"[409, 648, 842, 1075]",3.62,True
44,P334371,Obv,saa13,"[362, 57, 834, 900]",3.2,True
51,P313475,Obv,saa13,"[628, 80, 1036, 804]",2.8,True
55,P313475,Rev,saa13,"[641, 1090, 1033, 1796]",2.8,True
70,P334514,Obv,saa13,"[305, 53, 706, 413]",2.67,True
76,P334514,Rev,saa13,"[310, 653, 707, 1016]",2.67,True
81,P334252,Obv,saa13,"[343, 73, 750, 815]",2.2,True
83,P334252,Rev,saa13,"[341, 1130, 742, 1877]",2.2,True
86,P314330,Obv,saa13,"[491, 73, 1191, 1626]",2.41,True
90,P314330,Rev,saa13,"[490, 2151, 1196, 3705]",2.41,True
105,P334809,Obv,saa13,"[346, 54, 748, 800]",2.11,True
109,P334809,Rev,saa13,"[338, 1282, 753, 1895]",2.11,True
114,P334875,Obv,saa13,"[257, 227, 737, 1086]",1.95,True
117,P334875,Rev,saa13,"[266, 1278, 753, 2133]",1.95,True
118,P334566,Obv,saa13,"[381, 58, 860, 814]",3.23,True
122,P334566,Rev,saa13,"[376, 1171, 842, 1924]",3.23,True
125,P334756,Obv,saa13,"[315, 34, 949, 698]",3.68,True
129,P334756,Rev,saa13,"[322, 1004, 942, 1677]",3.68,True
135,P334419,Obv,saa13,"[587, 278, 1338, 927]",2.06,True
137,P334419,Rev,saa13,"[603, 1296, 1359, 1915]",2.06,True
142,P314314,Obv,saa13,"[449, 96, 1194, 407]",2.8,True
146,P314314,Rev,saa13,"[460, 1083, 1207, 1402]",2.8,True
150,P334654,Obv,saa13,"[349, 77, 1131, 498]",2.83,True
155,P334654,Rev,saa13,"[354, 1282, 1139, 1705]",2.83,True
159,P334466,Obv,saa13,"[359, 51, 910, 519]",2.03,True
166,P334738,Obv,saa13,"[333, 70, 906, 484]",2.29,True
170,P334738,Rev,saa13,"[339, 843, 906, 1255]",2.29,True
175,P336735,Rev,saa13,"[491, 71, 931, 531]",2.46,True
178,P336735,Obv,saa13,"[493, 753, 916, 1211]",2.46,True
184,P237815,Obv,saa13,"[651, 545, 1176, 1479]",1.87,True
191,P237815,Rev,saa13,"[675, 2567, 1175, 3484]",1.87,True
195,P334732,Obv,saa13,"[393, 70, 916, 993]",2.15,True
199,P334732,Rev,saa13,"[408, 1270, 909, 2182]",2.15,True
204,P334122,Obv,saa13,"[452, 72, 771, 634]",3.57,True
210,P334122,Rev,saa13,"[472, 995, 786, 1544]",3.57,True
218,P334380,Obv,saa13,"[793, 282, 1654, 1863]",1.57,True
223,P334380,Rev,saa13,"[812, 3140, 1673, 4740]",1.57,True
230,P334017,Obv,saa13,"[925, 609, 1503, 1353]",1.95,True
238,P334678,Obv,saa13,"[523, 51, 966, 633]",3.49,True
243,P334678,Rev,saa13,"[528, 1274, 956, 1829]",3.49,True
248,P334395,Obv,saa13,"[975, 192, 1470, 1037]",1.69,True
254,P334395,Rev,saa13,"[1005, 1986, 1486, 2795]",1.69,True
260,P313763,Obv,saa13,"[87, 432, 201, 468]",4.0,True
264,P334399,Obv,saa13,"[844, 239, 1299, 907]",2.49,True
269,P334399,Rev,saa13,"[850, 1149, 1282, 1790]",2.49,True
275,P334769,Obv,saa13,"[414, 291, 1162, 1650]",1.9,True
279,P334769,Rev,saa13,"[410, 1966, 1162, 3318]",1.9,True
281,P237825,Obv,saa13,"[457, 378, 751, 745]",3.76,True
287,P237825,Rev,saa13,"[478, 1385, 758, 1692]",3.76,True
292,P313804,Obv,saa13,"[909, 235, 1486, 937]",2.33,True
299,P313804,Rev,saa13,"[909, 1961, 1493, 2666]",2.33,True
304,P334720,Obv,saa13,"[430, 62, 1251, 773]",1.98,True
308,P334720,Rev,saa13,"[441, 1070, 1236, 1774]",1.98,True
313,P313638,Obv,saa13,"[293, 73, 549, 588]",2.56,True
320,P334098,Obv,saa13,"[656, 601, 1237, 1654]",2.13,True
326,P334098,Rev,saa13,"[708, 2677, 1276, 3718]",2.13,True
332,P334755,Obv,saa13,"[182, 182, 595, 588]",4.0,True
341,P334130,Obv,saa13,"[851, 186, 1415, 1226]",2.23,True
351,P313426,Obv,saa13,"[968, 281, 1576, 1332]",1.52,True
355,P313426,Rev,saa13,"[985, 2359, 1603, 3460]",1.52,True
360,P334324,Obv,saa13,"[857, 68, 1490, 1248]",2.6,True
365,P334324,Rev,saa13,"[857, 1646, 1483, 2810]",2.6,True
370,P334269,Obv,saa13,"[314, 94, 688, 842]",2.52,True
377,P334269,Rev,saa13,"[317, 1620, 684, 2364]",2.52,True
391,P334482,Obv,saa13,"[0, 0, 1256, 2589]",1.78,True
397,P334482,Rev,saa13,"[320, 1172, 730, 1989]",1.78,True
403,P237672,Obv,saa13,"[451, 506, 1311, 1537]",1.94,True
410,P334095,Obv,saa13,"[513, 294, 870, 897]",2.88,True
415,P334095,Rev,saa13,"[524, 1091, 871, 1692]",2.88,True
421,P313650,Obv,saa13,"[514, 74, 942, 687]",3.51,True
430,P334014,Obv,saa13,"[434, 76, 716, 597]",3.35,True
442,P334376,Obv,saa13,"[579, 354, 917, 990]",2.64,True
447,P334376,Rev,saa13,"[597, 1584, 929, 2219]",2.64,True
457,P334016,Obv,saa13,"[638, 369, 1037, 1166]",3.52,True
462,P334016,Rev,saa13,"[653, 1801, 1040, 2604]",3.52,True
470,P313456,Obv,saa13,"[572, 178, 1228, 1445]",2.21,True
474,P313456,Rev,saa13,"[576, 2534, 1219, 3746]",2.21,True
483,P313466,Obv,saa13,"[780, 413, 1242, 944]",2.79,True
490,P334304,Obv,saa13,"[262, 110, 700, 668]",3.45,True
501,P334294,Obv,saa13,"[373, 83, 737, 705]",1.97,True
503,P334294,Rev,saa13,"[376, 1031, 740, 1651]",1.97,True
506,P314299,Rev,saa13,"[505, 67, 764, 522]",3.56,True
515,P334019,Obv,saa13,"[582, 284, 1061, 920]",1.87,True
530,P313580,Obv,saa13,"[770, 326, 1374, 1226]",1.74,True
532,P313580,Rev,saa13,"[777, 1615, 1389, 2548]",1.74,True
537,P334641,Obv,saa13,"[768, 122, 1459, 1454]",3.0,True
545,P334641,Rev,saa13,"[746, 2349, 1446, 3704]",3.0,True
548,P334484,Obv,saa13,"[289, 60, 668, 570]",2.91,True
552,P334484,Rev,saa13,"[292, 806, 662, 1304]",2.91,True
558,P334096,Rev,saa13,"[607, 331, 1007, 1023]",2.93,True
564,P334096,Obv,saa13,"[607, 1632, 1229, 2347]",2.93,True
570,P334293,Obv,saa13,"[338, 63, 704, 689]",3.34,True
573,P334293,Rev,saa13,"[342, 967, 697, 1586]",3.34,True
576,P334159,Obv,saa13,"[661, 176, 1193, 870]",2.83,True
585,P334253,Obv,saa13,"[374, 75, 801, 875]",2.6,True
587,P334253,Rev,saa13,"[369, 1201, 801, 2004]",2.6,True
594,P334342,Obv,saa13,"[577, 512, 1521, 1806]",1.3,True
596,P334342,Rev,saa13,"[574, 2316, 1517, 3602]",1.3,True
601,P334362,Obv,saa13,"[453, 322, 869, 1115]",2.79,True
605,P334362,Rev,saa13,"[449, 2044, 867, 2842]",2.79,True
610,P313556,Obv,saa13,"[389, 79, 892, 1155]",2.8,True
617,P313556,Rev,saa13,"[385, 2210, 888, 3286]",2.8,True
624,P334481,Obv,saa13,"[363, 68, 837, 638]",2.74,True
629,P334481,Rev,saa13,"[363, 893, 837, 1472]",2.74,True
633,P314148,Rev,saa13,"[15, 0, 275, 553]",1.2,True
639,P334354,Obv,saa13,"[286, 68, 569, 582]",4.0,True
642,P334354,Rev,saa13,"[266, 772, 561, 1284]",4.0,True
648,P334515,Obv,saa13,"[414, 342, 931, 1342]",1.84,True
654,P334515,Rev,saa13,"[423, 2437, 935, 3433]",1.84,True
661,P334012,Obv,saa13,"[289, 103, 585, 643]",3.61,True
667,P334012,Rev,saa13,"[289, 1186, 589, 1726]",3.61,True
672,P313731,Obv,saa13,"[593, 189, 850, 940]",1.62,True
675,P313731,Rev,saa13,"[596, 1268, 845, 1944]",1.62,True
682,P334063,Obv,saa13,"[697, 368, 1171, 1265]",2.55,True
690,P334063,Rev,saa13,"[734, 2043, 1209, 2937]",2.55,True
698,P313847,Rev,saa13,"[271, 751, 640, 1264]",1.87,True
701,P313831,Obv,saa13,"[13, 0, 401, 580]",1.84,True
707,P314285,Obv,saa13,"[876, 68, 1490, 1182]",0.98,True
714,P334637,Obv,saa13,"[301, 54, 722, 668]",3.08,True
